"lon","lat","spatial_effect"
-87.3193277310924,25.6329113924051,0.636151277802968
-86.8235294117647,25.6329113924051,0.660775811975553
-86.327731092437,25.6329113924051,0.679409909746455
-85.8319327731092,25.6329113924051,0.692180008667367
-85.3361344537815,25.6329113924051,0.69967383442309
-84.8403361344538,25.6329113924051,0.70300046532093
-84.344537815126,25.6329113924051,0.703555916152237
-83.8487394957983,25.6329113924051,0.702301787883579
-83.3529411764706,25.6329113924051,0.69845845529954
-82.8571428571429,25.6329113924051,0.687869074062816
-82.3613445378151,25.6329113924051,0.662097538150699
-81.8655462184874,25.6329113924051,0.610422983176483
-81.3697478991597,25.6329113924051,0.526040220913515
-80.8739495798319,25.6329113924051,0.411668867910073
-80.3781512605042,25.6329113924051,0.279282626364792
-79.8823529411765,25.6329113924051,0.143359865788905
-79.3865546218487,25.6329113924051,0.0107405197103947
-78.890756302521,25.6329113924051,-0.117743487624042
-78.3949579831933,25.6329113924051,-0.2434906519869
-77.8991596638655,25.6329113924051,-0.368138013509706
-77.4033613445378,25.6329113924051,-0.492929908263806
-76.9075630252101,25.6329113924051,-0.618685394761119
-76.4117647058823,25.6329113924051,-0.745878171770071
-75.9159663865546,25.6329113924051,-0.874716525079865
-75.4201680672269,25.6329113924051,-1.00520889069709
-74.9243697478992,25.6329113924051,-1.13721693928034
-74.4285714285714,25.6329113924051,-1.27049915393164
-73.9327731092437,25.6329113924051,-1.40474687899546
-73.436974789916,25.6329113924051,-1.53961397751093
-72.9411764705882,25.6329113924051,-1.67474076500046
-72.4453781512605,25.6329113924051,-1.80977270994453
-71.9495798319328,25.6329113924051,-1.94437436534975
-71.453781512605,25.6329113924051,-2.0782390528001
-70.9579831932773,25.6329113924051,-2.21109487165652
-70.4621848739496,25.6329113924051,-2.34270764623317
-69.9663865546218,25.6329113924051,-2.47288143256952
-69.4705882352941,25.6329113924051,-2.60145716710498
-68.9747899159664,25.6329113924051,-2.7283099992347
-68.4789915966387,25.6329113924051,-2.85334576889423
-67.9831932773109,25.6329113924051,-2.97649702292386
-67.4873949579832,25.6329113924051,-3.0977188808241
-66.9915966386555,25.6329113924051,-3.21698499224956
-66.4957983193277,25.6329113924051,-3.33428375962474
-66,25.6329113924051,-3.44961493766733
-125,25.9493670886076,3.64050878850803
-124.504201680672,25.9493670886076,3.50725282231826
-124.008403361345,25.9493670886076,3.36584242086073
-123.512605042017,25.9493670886076,3.2163766456487
-123.016806722689,25.9493670886076,3.0590555323764
-122.521008403361,25.9493670886076,2.89420081815406
-122.025210084034,25.9493670886076,2.72227903919433
-121.529411764706,25.9493670886076,2.54392508596042
-121.033613445378,25.9493670886076,2.35996313777318
