"model","term","estimate","std_error","t_value","p_value","exp_b_minus_1"
"B_GP_spatial_2022","(Intercept)",5.9585677043684,0.00785166895223852,758.89186625343,0,386.055349345744
"B_GP_spatial_2022","population_z",0.175329447852226,0.00419708694497318,41.7740804874716,0,0.191638734773476
"B_GP_spatial_2022","median_income_z",-0.154779996226007,0.00650566089334263,-23.7915868600523,7.16284735150933e-125,-0.143396387217757
"B_GP_spatial_2022","prop_college_degree_or_higher_18plus_z",0.738546681257878,0.00696196575980775,106.08306715922,0,1.09289166450674
"B_GP_spatial_2022","hs_z",-0.043941041406691,0.00573749175153042,-7.6585803186506,1.8917577423054e-14,-0.0429896202044853
"B_GP_spatial_2022","CAND_PTY_AFFILIATIONREP",-0.139404587777529,0.00765672056888362,-18.2068271296278,5.52911941304115e-74,-0.130123983950965
"B_GP_spatial_2022","in_state",1.43027987936006,0.0188946260105017,75.6977078331746,0,3.17986888725813
"B_GP_spatial_2022","log_dist_z",-0.0981303385533652,0.00547840005323906,-17.9122257592975,1.13503684601325e-71,-0.0934692598518005
