ZIP_CODE,LOG_TRANSACTION_AMT_2020,LOG_TRANSACTION_AMT_2022,lat,lon,prop_college_degree_or_higher_18plus,log_income,log_population,log_contrib_2020,log_contrib_2022,election_2020,election_2022,election_diff,state
56537,8.681350777582521,6.343880434126331,46.276,-96.0904,0.2877197501448902,11.089393122899446,9.864226838582825,8.681350777582521,6.343880434126331,1,0,-1,MN
56542,6.311734809152915,5.484796933490655,47.5816,-95.74309999999998,0.2460063897763578,10.997187796843217,7.907651594711089,6.311734809152915,5.484796933490655,1,0,-1,MN
56544,7.421177528595393,6.825460036255307,46.7565,-95.5212,0.1930116472545757,11.196638135508113,8.586905803827538,7.421177528595393,6.825460036255307,1,0,-1,MN
56549,6.580639137284949,6.398594934535208,46.97769999999999,-96.40919999999998,0.3711973206809936,11.57089244072476,8.532081803909987,6.580639137284949,6.398594934535208,1,0,-1,MN
56554,6.311734809152915,6.111467339502679,46.8176,-96.067,0.3705909299129638,11.459440296496576,8.038512020976814,6.311734809152915,6.111467339502679,1,0,-1,MN
56560,9.025696119812583,9.797904789961063,46.86769999999999,-96.7572,0.3661148688738578,11.230642126426895,10.696593183839905,9.025696119812583,9.797904789961063,1,0,-1,MN
56571,5.327876168789581,3.58351893845611,46.4177,-95.5436,0.28125,11.360531574417962,7.584773077612199,5.327876168789581,3.58351893845611,1,0,-1,MN
56572,8.480529207044645,7.659642954564682,46.5994,-96.0662,0.2738221001478977,11.283197785779004,8.656433258507741,8.480529207044645,7.659642954564682,1,0,-1,MN
56573,10.739673908168612,8.817001443665859,46.6031,-95.58180000000002,0.2826576576576576,11.138522882313882,8.86304982791909,10.739673908168612,8.817001443665859,1,0,-1,MN
56576,6.186208623900494,5.860786223465865,46.4434,-95.7924,0.2986111111111111,11.062724463020672,6.706862336602747,6.186208623900494,5.860786223465865,1,0,-1,MN
56579,6.2166061010848646,5.655991810819852,46.5094,-96.2887,0.261968085106383,11.402920848818745,7.05617528410041,6.2166061010848646,5.655991810819852,1,0,-1,MN
56589,5.627621113690637,5.303304908059076,47.192,-95.88709999999999,0.2128637059724349,11.197789972403736,7.52294091807237,5.627621113690637,5.303304908059076,1,0,-1,MN
56594,7.306531398939505,5.971261839790462,46.555,-96.6149,0.25,11.470362372284514,6.0063531596017325,7.306531398939505,5.971261839790462,1,0,-1,MN
56601,9.6678285081515,9.190647738630446,47.572,-94.8013,0.3168063487354446,11.188053682148665,10.452966420783197,9.6678285081515,9.190647738630446,1,0,-1,MN
56628,7.785720896534624,5.313205979041787,47.75019999999999,-93.6707,0.2046276211135213,11.022719128406973,7.45298232946546,7.785720896534624,5.313205979041787,1,0,-1,MN
56636,5.860786223465865,1.3862943611198906,47.3829,-93.8498,0.1942171303873431,11.023355660471326,8.528133131454572,5.860786223465865,1.3862943611198906,1,0,-1,MN
56649,6.8308742346461795,7.8252452914317745,48.601,-93.411,0.2053732170059548,11.078072739967473,9.09638749190015,6.8308742346461795,7.8252452914317745,1,0,-1,MN
56655,9.11943049661634,7.824445930877619,47.0248,-94.1982,0.2969894222945484,10.957869266290823,7.31455283232408,9.11943049661634,7.824445930877619,1,0,-1,MN
56672,6.2166061010848646,3.258096538021482,47.0874,-93.9196,0.2417391304347826,11.032338024264847,7.586803535162581,6.2166061010848646,3.258096538021482,1,0,-1,MN
56676,7.135687347028144,7.313886831633462,47.5004,-95.245,0.2358974358974359,11.214074586292245,7.480428306074208,7.135687347028144,7.313886831633462,1,0,-1,MN
56701,8.406485069431817,5.6240175061873385,48.1191,-96.1811,0.1980100482711063,11.272114255690054,9.457044187699406,8.406485069431817,5.6240175061873385,1,0,-1,MN
56721,7.922261058353247,7.176254532017144,47.9318,-97.0213,0.248148629336105,11.320856556721393,9.268797941547751,7.922261058353247,7.176254532017144,1,0,-1,MN
56723,6.68586094706836,5.303304908059076,47.8003,-96.8015,0.2548701298701298,11.573550086786664,6.887552571664617,6.68586094706836,5.303304908059076,1,0,-1,MN
56751,6.641182169740591,6.85751406254539,48.7048,-95.7504,0.2443233424159854,11.255177528844085,8.639056779173078,6.641182169740591,6.85751406254539,1,0,-1,MN
56757,6.431331081933479,6.621405651764134,48.4525,-96.8674,0.2431654676258992,11.30143870846309,6.748759547491679,6.431331081933479,6.621405651764134,1,0,-1,MN
57003,5.707110264748875,5.170483995038151,43.7309,-96.7563,0.2258064516129032,11.625646823034229,7.653969180478774,5.707110264748875,5.170483995038151,1,1,0,SD
57004,8.209580483475577,5.993961427306569,43.0874,-96.7813,0.2483754512635379,11.393578707337662,8.148734808937169,8.209580483475577,5.993961427306569,1,1,0,SD
57005,9.170039075202657,8.473659189392508,43.5926,-96.586,0.4020185029436501,11.630708500626612,9.44295889365291,9.170039075202657,8.473659189392508,1,1,0,SD
57006,9.918622440120398,9.98289929196029,44.3056,-96.7914,0.3794532766671913,11.102503089892746,10.097037501003259,9.918622440120398,9.98289929196029,1,1,0,SD
57013,5.5254529391317835,6.476972362889683,43.3038,-96.5938,0.1807893209518282,11.244496849440335,8.407824654360873,5.5254529391317835,6.476972362889683,1,1,0,SD
57014,7.160069207596127,3.58351893845611,43.1176,-96.9636,0.2727272727272727,11.251560700835821,7.351158226430694,7.160069207596127,3.58351893845611,1,1,0,SD
57015,3.9318256327243257,6.2166061010848646,43.408,-96.9827,0.2596685082872928,11.610505793309093,6.78332520060396,3.9318256327243257,6.2166061010848646,1,1,0,SD
57020,7.020190708311925,6.8679744089702925,43.6669,-96.8221,0.4063517915309446,11.52781407746398,7.425953657077541,7.020190708311925,6.8679744089702925,1,1,0,SD
57021,4.61512051684126,5.25227342804663,43.2864,-96.9792,0.49800796812749,11.244889144765281,5.420534999272286,4.61512051684126,5.25227342804663,1,1,0,SD
57022,8.756367559802975,5.420534999272286,43.8228,-96.7223,0.3636363636363636,11.519464041809812,8.600062669238532,8.756367559802975,5.420534999272286,1,1,0,SD
57029,6.478509642208569,7.640603826393634,43.3605,-97.4601,0.2322623828647925,11.208436274202066,7.669495251007694,6.478509642208569,7.640603826393634,1,1,0,SD
57030,6.90875477931522,7.783640596221253,43.71619999999999,-96.51960000000001,0.3085215605749487,11.281938736194993,8.020270472819238,6.90875477931522,7.783640596221253,1,1,0,SD
57033,7.824445930877619,7.791935956938058,43.6155,-96.9501,0.3470330739299611,11.56703479061726,8.640118538253535,7.824445930877619,7.791935956938058,1,1,0,SD
57038,6.803505257608338,6.85751406254539,42.6013,-96.5784,0.3952049497293117,11.573550086786664,7.480992162869525,6.803505257608338,6.85751406254539,1,1,0,SD
57042,7.667158255319148,8.462103225098277,44.0054,-97.1149,0.3220660243247512,11.182586382052463,9.003439196207838,7.667158255319148,8.462103225098277,1,1,0,SD
57048,5.5254529391317835,3.58351893845611,43.7063,-97.1885,0.2513904338153503,11.33953589891493,6.932447891572509,5.5254529391317835,3.58351893845611,1,1,0,SD
57049,10.0190458931704,9.897821530909502,42.5249,-96.5074,0.4553198328511733,11.441794595307403,8.952217101765946,10.0190458931704,9.897821530909502,1,1,0,SD
57064,5.303304908059076,5.303304908059076,43.4711,-96.8177,0.3978331115757461,11.687063628956164,8.84043543926657,5.303304908059076,5.303304908059076,1,1,0,SD
57068,5.303304908059076,5.707110264748875,43.5773,-96.4956,0.2603053435114504,11.633788197931311,7.442492722794441,5.303304908059076,5.707110264748875,1,1,0,SD
57069,8.14757773620177,7.418180822726788,42.7951,-96.9258,0.3316109146949506,10.884198048496515,9.473089177882752,8.14757773620177,7.418180822726788,1,1,0,SD
57073,4.564348191467836,3.8501476017100584,42.996,-97.06940000000002,0.2982062780269058,11.202056645543111,6.413458957167357,4.564348191467836,3.8501476017100584,1,1,0,SD
57075,7.937731775260109,6.2166061010848646,43.9852,-96.9615,0.3670411985018726,11.57836670353579,7.0630481633881725,7.937731775260109,6.2166061010848646,1,1,0,SD
57078,9.368283850042138,8.813438494528507,42.8821,-97.3986,0.3053973755880168,11.17420269780386,9.908674079223427,9.368283850042138,8.813438494528507,1,1,0,SD
57103,10.287694975264353,10.441091417334723,43.53739999999999,-96.6864,0.3113705544638385,11.195896967723217,10.49318904964302,10.287694975264353,10.441091417334723,1,1,0,SD
57104,10.629561643296354,10.899845607165481,43.5514,-96.7375,0.2540164802283294,10.962804458596596,10.203518068168773,10.629561643296354,10.899845607165481,1,1,0,SD
57105,11.066919572798442,11.231530255383264,43.524,-96.7341,0.4057102381082112,11.255345736334892,10.02725265987006,11.066919572798442,11.231530255383264,1,1,0,SD
57106,10.181422273533029,9.044049632254756,43.5179,-96.79240000000001,0.3301857262103506,11.259064940993959,10.776390501067295,10.181422273533029,9.044049632254756,1,1,0,SD
57107,7.529406457837013,7.465082736399547,43.5566,-96.8028,0.2483433259703376,11.213723964609445,9.385553389532843,7.529406457837013,7.465082736399547,1,1,0,SD
57108,11.253973372417226,12.208429865103852,43.4775,-96.7041,0.5071849597411103,11.494730943977732,10.372021352111275,11.253973372417226,12.208429865103852,1,1,0,SD
